"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"75","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","974","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"76","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","974","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.genotyper","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\genotyper\AlleleListUnitTester.java","4","143","Unnecessary qualifier 'AlleleListUnitTester': 'generateRandomUniqueAlleles' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\io\IOUtilsUnitTest.java","4","546","Unnecessary qualifier 'java.nio.file': 'Files' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.io","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\io\IOUtilsUnitTest.java","4","551","Unnecessary qualifier 'java.nio.file': 'Files' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.locusiterator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\locusiterator\LocusIteratorByStateBaseTest.java","3","120","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.utils.nio","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\nio\ExtremeReadsTest.java","4","42","Unnecessary qualifier 'ExtremeReadsTest': 'fname' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.nio","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\nio\ExtremeReadsTest.java","4","64","Unnecessary qualifier 'ExtremeReadsTest': 'errors' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.nio","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\nio\ExtremeReadsTest.java","4","68","Unnecessary qualifier 'ExtremeReadsTest': 'errors' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.pileup","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\pileup\PileupElementUnitTest.java","3","126","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.utils.pileup","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\pileup\PileupElementUnitTest.java","3","128","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.utils.pileup","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\pileup\PileupElementUnitTest.java","3","203","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.utils.pileup","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\pileup\PileupElementUnitTest.java","3","204","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.utils.runtime","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\runtime\ProcessControllerUnitTest.java","3","34","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils.tsv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\tsv\DataLineUnitTest.java","3","259","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils.tsv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\tsv\TableReaderUnitTest.java","3","428","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils.tsv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\tsv\TableReaderUnitTest.java","3","460","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender.utils.tsv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\tsv\TableReaderUnitTest.java","3","508","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2416","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2420","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2461","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2467","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2484","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2490","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2507","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtilsUnitTest.java","4","2541","Unnecessary qualifier 'GATKVariantContextUtilsUnitTest': 'LENGTH_OF_ARTIFICIAL_READ' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
